"       19.93",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHEND,"Window Glass Area",m2,14
"      5.3820",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHEND,Lighting,W/m2,14
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHEND,People,"m2 per person",14
"      0.0000",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHEND,"Plug and Process",W/m2,14
"      132.11",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,Area,m2,15
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,"Conditioned (Y/N)","",15
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,"Part of Total Floor Area (Y/N)","",15
"      536.89",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,Volume,m3,15
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,Multipliers,"",15
"      144.46",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,"Gross Wall Area",m2,15
"       34.38",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,"Window Glass Area",m2,15
"      5.3820",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,Lighting,W/m2,15
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,People,"m2 per person",15
"      0.0000",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",3RD_SOUTHFRONT,"Plug and Process",W/m2,15
"      493.27",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,Area,m2,16
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,"Conditioned (Y/N)","",16
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,"Part of Total Floor Area (Y/N)","",16
"     2004.63",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,Volume,m3,16
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,Multipliers,"",16
"      308.64",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,"Gross Wall Area",m2,16
"       66.19",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,"Window Glass Area",m2,16
"      9.2436",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,Lighting,W/m2,16
"       64.74",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,People,"m2 per person",16
"      5.1488",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_NORTH,"Plug and Process",W/m2,16
"      492.94",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,Area,m2,17
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,"Conditioned (Y/N)","",17
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,"Part of Total Floor Area (Y/N)","",17
"     2003.21",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,Volume,m3,17
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,Multipliers,"",17
"      377.84",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,"Gross Wall Area",m2,17
"       66.20",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,"Window Glass Area",m2,17
"     11.9335",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,Lighting,W/m2,17
"       33.07",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,People,"m2 per person",17
"     10.0792",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",BSMT_SOUTH,"Plug and Process",W/m2,17
"      687.16",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,Area,m2,18
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,"Conditioned (Y/N)","",18
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,"Part of Total Floor Area (Y/N)","",18
"     5082.35",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,Volume,m3,18
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,Multipliers,"",18
"      728.26",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,"Gross Wall Area",m2,18
"       38.71",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,"Window Glass Area",m2,18
"     16.2132",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,Lighting,W/m2,18
"       38.20",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,People,"m2 per person",18
"      7.4721",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",LOBBY_MID,"Plug and Process",W/m2,18
"      227.51",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,Area,m2,19
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,"Conditioned (Y/N)","",19
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,"Part of Total Floor Area (Y/N)","",19
"     1849.20",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,Volume,m3,19
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,Multipliers,"",19
"      409.60",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,"Gross Wall Area",m2,19
"       66.64",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,"Window Glass Area",m2,19
"     24.7570",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,Lighting,W/m2,19
"       15.48",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,People,"m2 per person",19
"     32.2917",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",NORTHEND,"Plug and Process",W/m2,19
"      227.72",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,Area,m2,20
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,"Conditioned (Y/N)","",20
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,"Part of Total Floor Area (Y/N)","",20
"     1850.74",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,Volume,m3,20
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,Multipliers,"",20
"      526.97",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,"Gross Wall Area",m2,20
"       66.65",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,"Window Glass Area",m2,20
"     17.7605",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,Lighting,W/m2,20
"       30.97",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,People,"m2 per person",20
"     10.7639",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",SOUTHEND,"Plug and Process",W/m2,20
"       44.08",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,Area,m2,21
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,"Conditioned (Y/N)","",21
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,"Part of Total Floor Area (Y/N)","",21
"      716.53",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,Volume,m3,21
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,Multipliers,"",21
"       94.14",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,"Gross Wall Area",m2,21
"       17.89",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,"Window Glass Area",m2,21
"      5.3820",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,Lighting,W/m2,21
"       30.97",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,People,"m2 per person",21
"      0.0000",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_NORTH,"Plug and Process",W/m2,21
"       44.10",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,Area,m2,22
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,"Conditioned (Y/N)","",22
Yes,InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,"Part of Total Floor Area (Y/N)","",22
"      716.85",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,Volume,m3,22
"        1.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,Multipliers,"",22
"      218.03",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,"Gross Wall Area",m2,22
"       17.87",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,"Window Glass Area",m2,22
"      5.3820",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,Lighting,W/m2,22
"       30.97",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,People,"m2 per person",22
"      0.0000",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",STAIR_SOUTH,"Plug and Process",W/m2,22
"     5518.33",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,Area,m2,23
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,"Conditioned (Y/N)","",23
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,"Part of Total Floor Area (Y/N)","",23
"    27640.94",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,Volume,m3,23
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,Multipliers,"",23
"     5189.29",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,"Gross Wall Area",m2,23
"      894.97",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,"Window Glass Area",m2,23
"     12.6535",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,Lighting,W/m2,23
"       41.41",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,People,"m2 per person",23
"      8.0700",InputVerificationandResultsSummary,"Entire Facility","Zone Summary",Total,"Plug and Process",W/m2,23
"     5518.33",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total",Area,m2,24
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total","Conditioned (Y/N)","",24
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total","Part of Total Floor Area (Y/N)","",24
"    27640.94",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total",Volume,m3,24
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total",Multipliers,"",24
"     5189.29",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total","Gross Wall Area",m2,24
"      894.97",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total","Window Glass Area",m2,24
"     12.6535",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total",Lighting,W/m2,24
"       41.41",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total",People,"m2 per person",24
"      8.0700",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Conditioned Total","Plug and Process",W/m2,24
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total",Area,m2,25
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total","Conditioned (Y/N)","",25
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total","Part of Total Floor Area (Y/N)","",25
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total",Volume,m3,25
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total",Multipliers,"",25
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total","Gross Wall Area",m2,25
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total","Window Glass Area",m2,25
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total",Lighting,W/m2,25
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total",People,"m2 per person",25
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Unconditioned Total","Plug and Process",W/m2,25
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total",Area,m2,26
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total","Conditioned (Y/N)","",26
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total","Part of Total Floor Area (Y/N)","",26
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total",Volume,m3,26
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total",Multipliers,"",26
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total","Gross Wall Area",m2,26
"        0.00",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total","Window Glass Area",m2,26
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total",Lighting,W/m2,26
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total",People,"m2 per person",26
"",InputVerificationandResultsSummary,"Entire Facility","Zone Summary","Not Part of Total","Plug and Process",W/m2,26
17-JUL-14:39,DemandEndUseComponentsSummary,"Entire Facility","End Uses","Time of Peak",Electricity,W,1
19-JAN-09:50,DemandEndUseComponentsSummary,"Entire Facility","End Uses","Time of Peak","Natural Gas",W,1
-,DemandEndUseComponentsSummary,"Entire Facility","End Uses","Time of Peak",Propane,W,1
-,DemandEndUseComponentsSummary,"Entire Facility","End Uses","Time of Peak","District Cooling",W,1
-,DemandEndUseComponentsSummary,"Entire Facility","End Uses","Time of Peak",Steam,W,1
12-MAY-07:10,DemandEndUseComponentsSummary,"Entire Facility","End Uses","Time of Peak",Water,m3/s,1
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Heating,Electricity,W,2
"   600869.33",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Heating,"Natural Gas",W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Heating,Propane,W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Heating,"District Cooling",W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Heating,Steam,W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Heating,Water,m3/s,2
"   186049.30",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Cooling,Electricity,W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Cooling,"Natural Gas",W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Cooling,Propane,W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Cooling,"District Cooling",W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Cooling,Steam,W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Cooling,Water,m3/s,3
"    52192.33",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Lighting",Electricity,W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Lighting","Natural Gas",W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Lighting",Propane,W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Lighting","District Cooling",W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Lighting",Steam,W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Lighting",Water,m3/s,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Lighting",Electricity,W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Lighting","Natural Gas",W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Lighting",Propane,W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Lighting","District Cooling",W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Lighting",Steam,W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Lighting",Water,m3/s,5
"    44533.03",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Equipment",Electricity,W,6
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Equipment","Natural Gas",W,6
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Equipment",Propane,W,6
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Equipment","District Cooling",W,6
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Equipment",Steam,W,6
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Interior Equipment",Water,m3/s,6
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Equipment",Electricity,W,7
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Equipment","Natural Gas",W,7
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Equipment",Propane,W,7
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Equipment","District Cooling",W,7
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Equipment",Steam,W,7
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Exterior Equipment",Water,m3/s,7
"    49553.03",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Fans,Electricity,W,8
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Fans,"Natural Gas",W,8
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Fans,Propane,W,8
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Fans,"District Cooling",W,8
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Fans,Steam,W,8
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Fans,Water,m3/s,8
"     1122.30",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Pumps,Electricity,W,9
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Pumps,"Natural Gas",W,9
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Pumps,Propane,W,9
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Pumps,"District Cooling",W,9
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Pumps,Steam,W,9
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Pumps,Water,m3/s,9
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Rejection",Electricity,W,10
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Rejection","Natural Gas",W,10
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Rejection",Propane,W,10
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Rejection","District Cooling",W,10
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Rejection",Steam,W,10
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Rejection",Water,m3/s,10
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Humidification,Electricity,W,11
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Humidification,"Natural Gas",W,11
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Humidification,Propane,W,11
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Humidification,"District Cooling",W,11
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Humidification,Steam,W,11
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Humidification,Water,m3/s,11
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Recovery",Electricity,W,12
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Recovery","Natural Gas",W,12
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Recovery",Propane,W,12
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Recovery","District Cooling",W,12
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Recovery",Steam,W,12
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Heat Recovery",Water,m3/s,12
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Water Systems",Electricity,W,13
"    18556.41",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Water Systems","Natural Gas",W,13
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Water Systems",Propane,W,13
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Water Systems","District Cooling",W,13
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Water Systems",Steam,W,13
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Water Systems",Water,m3/s,13
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Refrigeration,Electricity,W,14
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Refrigeration,"Natural Gas",W,14
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Refrigeration,Propane,W,14
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Refrigeration,"District Cooling",W,14
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Refrigeration,Steam,W,14
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Refrigeration,Water,m3/s,14
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Generators,Electricity,W,15
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Generators,"Natural Gas",W,15
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Generators,Propane,W,15
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Generators,"District Cooling",W,15
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Generators,Steam,W,15
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses",Generators,Water,m3/s,15
"",DemandEndUseComponentsSummary,"Entire Facility","End Uses","",Electricity,W,16
"",DemandEndUseComponentsSummary,"Entire Facility","End Uses","","Natural Gas",W,16
"",DemandEndUseComponentsSummary,"Entire Facility","End Uses","",Propane,W,16
"",DemandEndUseComponentsSummary,"Entire Facility","End Uses","","District Cooling",W,16
"",DemandEndUseComponentsSummary,"Entire Facility","End Uses","",Steam,W,16
"",DemandEndUseComponentsSummary,"Entire Facility","End Uses","",Water,m3/s,16
"   333449.99",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Total End Uses",Electricity,W,17
"   619425.74",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Total End Uses","Natural Gas",W,17
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Total End Uses",Propane,W,17
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Total End Uses","District Cooling",W,17
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Total End Uses",Steam,W,17
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses","Total End Uses",Water,m3/s,17
Boiler,DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Heating,Subcategory,"",1
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Heating,Electricity,W,1
"   600869.33",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Heating,"Natural Gas",W,1
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Heating,Propane,W,1
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Heating,"District Cooling",W,1
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Heating,Steam,W,1
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Heating,Water,m3/s,1
"Boiler Parasitic",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","",Subcategory,"",2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","",Electricity,W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","","Natural Gas",W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","",Propane,W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","","District Cooling",W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","",Steam,W,2
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","",Water,m3/s,2
General,DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Cooling,Subcategory,"",3
"   186049.30",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Cooling,Electricity,W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Cooling,"Natural Gas",W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Cooling,Propane,W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Cooling,"District Cooling",W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Cooling,Steam,W,3
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory",Cooling,Water,m3/s,3
General,DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Subcategory,"",4
"    52192.33",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Electricity,W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting","Natural Gas",W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Propane,W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting","District Cooling",W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Steam,W,4
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Water,m3/s,4
General,DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Subcategory,"",5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Electricity,W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting","Natural Gas",W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Propane,W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting","District Cooling",W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Steam,W,5
"        0.00",DemandEndUseComponentsSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Water,m3/s,5
